,Date,Unix,Ticker,Price,stock_p_change,SP500,sp500_p_change,Difference,DE Ratio,Trailing P/E,Price/Sales,Price/Book,Profit Margin,Operating Margin,Return on Assets,Return on Equity,Revenue Per Share,Market Cap,Enterprise Value,Forward P/E,PEG Ratio,Enterprise Value/Revenue,Enterprise Value/EBITDA,Revenue,Gross Profit,EBITDA,Net Income Avl to Common ,Diluted EPS,Earnings Growth,Revenue Growth,Total Cash,Total Cash Per Share,Total Debt,Current Ratio,Book Value Per Share,Cash Flow,Beta,Held by Insiders,Held by Institutions,Shares Short (as of,Short Ratio,Short % of Float,Shares Short (prior ,Current Price,Shares Outstanding,Status
282,N/A,N/A,r,N/A,N/A,N/A,N/A,N/A,374.64,16.109649122807017,N/A,0.88,53240000.0,4.62,1.82,1590000000.0,170.26,1973870199.9999998,9980000000.0,16.11,1.10,1.12,4.46,8930000000.0,1590000000.0,2240000000.0,2.28,2.28,16.94,16.94,2140000000.0000002,7.39,8400000000.0,0.85,41.74,2100000000.0,2.03,0.66,89.18,4460000.0,5.81,9.29,4420000.0,36.73,53740000.0,N/A
283,N/A,N/A,rhi,N/A,N/A,N/A,N/A,N/A,24.45,13.75531914893617,N/A,5.16,7.11,9.90,16.89,39.38,53.30,5927112000.0,5860000000.0,17.01,8.01,0.96,8.73,6070000000.0,2530000000.0,671190000.0,434550000.0,3.76,2.60,2.60,519630000.0,2.21,276290000.0,1.76,10.02,517480000.0,1.59,2.96,99.36,9720000.0,7.33,10.00,8750000.0,51.72,114600000.0,N/A
284,N/A,N/A,rl,N/A,N/A,N/A,N/A,N/A,119.83,14.206827309236946,N/A,1.93,6.24,9.77,5.69,12.85,81.26,3380435000.0,6250000000.0,11.02,18.89,1.01,7.17,6160000000.0,3810000000.0,871600000.0,384300000.0,4.98,61.90,61.90,754600000.0,29.13,3230000000.0,1.61,36.64,754600000.0,1.3,1.02,103.37,4490000.0,2.82,10.73,5480000.0,70.75,47780000.0,N/A
285,N/A,N/A,rok,N/A,N/A,N/A,N/A,N/A,255.21,34.702302631578945,N/A,39.36,10.54,19.52,12.77,62.86,58.08,24436861800.0,26510000000.0,27.37,26.11,3.92,18.02,6690000000.0,2900000000.0,1470000000.0,711700000.0,6.08,1.50,1.50,1180000000.0,5.55,2390000000.0,1.57,5.36,1270000000.0,1.51,0.67,78.99,2930000.0,2.37,2.53,3540000.0,210.99,115820000.0,N/A
286,N/A,N/A,rop,N/A,N/A,N/A,N/A,N/A,55.01,25.1233140655106,N/A,4.26,30.18,27.65,5.59,18.49,52.18,40838148000.0,45110000000.0,29.66,4.15,8.31,23.29,5370000000.0,3430000000.0,1940000000.0,1640000000.0,15.57,4.90,4.90,1460000000.0,9.58,5280000000.0,0.96,91.87,1540000000.0,1.06,1.92,96.24,1580000.0,2.64,1.79,1970000.0,391.17,104400000.0,N/A
287,N/A,N/A,rost,N/A,N/A,N/A,N/A,N/A,223.37,33.93869731800766,N/A,11.19,6.63,8.14,7.25,30.70,39.59,31527393600.0,35150000000.0,20.36,16.77,2.50,23.35,16040000000.0,5320000000.0,1510000000.0,933940000.0,2.61,29.64,29.64,2170000000.0,7.5,6290000000.0,1.75,7.92,604120000.0,0.82,2.14,90.69,4130000.0,1.23,1.18,4179999.9999999995,88.58,355920000.0,N/A
288,N/A,N/A,rrc,N/A,N/A,N/A,N/A,N/A,130.28,32.21052631578947,N/A,0.58,218960000.0,N/A,891800000.0,891800000.0,9.10,1565190000.0,4660000000.0,32.21,2.07,2.07,4.65,2600000000.0,891800000.0,3220000000.0,0.19,0.19,29.48,29.48,681840000.0,3220000000.0,3220000000.0,0.95,10.58,545650000.0,2.67,1.99,115.56,50250000.0,5.71,30.00,60830000.0,6.12,255750000.0,N/A
289,N/A,N/A,rsg,N/A,N/A,N/A,N/A,N/A,115.25,24.032544378698226,N/A,3.18,10.45,17.18,4.99,13.54,32.41,25839263000.0,34910000000.0,24.92,5.11,3.36,12.08,10300000000.0,4080000000.0,2890000000.0,1090000000.0,3.38,6.90,3.40,2350000000.0,0.96,9360000000.0,0.89,25.52,2370000000.0,0.63,0.17,94.47,2490000.0,1.19,1.19,3310000.0,81.23,318100000.0,N/A
290,N/A,N/A,sbux,N/A,N/A,N/A,N/A,N/A,22.42,26.163120567375888,N/A,3390000000.0,12.71,13.72,10.13,7490000000.0,22.42,86322600000.0,106560000000.0,28.05,73.20,4.00,20.77,26510000000.0,7490000000.0,5130000000.0,3390000000.0,2.82,26.98,26.98,5050000000.0,2.25,22990000000.0,0.70,3390000000.0,2750000000.0,0.8,0.23,70.28,17440000.0,1.59,1.49,20510000.0,73.78,1170000000.0,N/A
291,N/A,N/A,schl,N/A,N/A,N/A,N/A,N/A,8.58,82.4857142857143,N/A,0.83,30020000.0,2.23,1.17,35540000.0,47.96,941450700.0,829900000.0,82.49,0.50,0.50,10.98,1650000000.0,782300000.0,75600000.0,0.35,0.35,3.70,3.70,116400000.0,7.7,102900000.0,1.49,34.95,99900000.0,34.95,15.88,85.55,544.06,3.2,2.10,536.21,28.87,32610000.0,N/A
292,N/A,N/A,sd,N/A,N/A,N/A,N/A,N/A,11.80,3.5135135135135136,N/A,0.12,31800000.0,N/A,156510000.0,156510000.0,6.59,46514000.0,85920000.0,31800000.0,0.37,0.37,0.70,266850000.00000003,156510000.0,122320000.0,0.37,0.37,56.69,56.69,121320000.0,0.18,0.35,0.50,10.96,107860000.0,3.48,2.72,76.82,1430000.0,2.36,4.80,2150000.0,1.30,35780000.0,N/A
293,N/A,N/A,se,N/A,N/A,N/A,N/A,N/A,162.96,5.54811320754717,N/A,59.55,260800000.0,N/A,604920000.0,604920000.0,5.53,55631907600.0,53810000000.0,260800000.0,21.20,21.20,229.38,2180000000.0,604920000.0,1580000000.0,21.20,21.20,103.20,103.20,69860000.0,5.64,1580000000.0,1.67,1.98,103.20,1.34,1.70,81.07,29260000.0,4.57,1.34,27750000.0,117.62,472980000.0,N/A
294,N/A,N/A,see,N/A,N/A,N/A,N/A,N/A,31.46,15.654205607476635,N/A,120.20,6.84,14.90,8.35,1560000000.0,31.46,5214610000.0,8900000000.0,11.71,3.18,1.83,9.89,4790000000.0,1560000000.0,3960000000.0,343400000.0,2.14,123.40,5.50,511100000.0,1.76,3960000000.0,1.14,120.20,123.40,1.18,0.68,97.11,4780000.0,4.48,3.51,5850000.0,33.50,155660000.0,N/A
295,N/A,N/A,shw,N/A,N/A,N/A,N/A,N/A,350.10,33.6199538638985,N/A,16.14,8.98,13.93,7.55,47.94,196.61,52933676000.0,64629999999.99999,24.85,3.62,3.59,20.95,17900000000.0,8039999999.999999,3080000000.0,1620000000.0,17.34,32.10,2.60,2320000000.0,2.62,11510000000.0,0.94,36.11,2410000000.0,1.23,9.70,81.61,729.85,1.23,0.89,1170000.0,582.97,90800000.0,N/A
296,N/A,N/A,siri,N/A,N/A,N/A,N/A,N/A,1.79,25.391304347826086,N/A,80.90,13.06,22.37,10.10,3940000000.0,1.79,25579200000.0,33869999999.999996,24.33,2.02,4.23,14.84,7790000000.0,3940000000.0,2280000000.0,1040000000.0,0.23,87.50,11.90,2020000000.0,0.01,8340000000.0,0.28,80.90,2040000000.0,1.2,73.32,17.99,177720000.0,4.58,15.11,186810000.0,5.84,4380000000.0,N/A
297,N/A,N/A,sjm,N/A,N/A,N/A,N/A,N/A,70.61,15.353801169590643,N/A,1.46,9.99,16.56,4.79,9.65,68.43,11983832200.0,17370000000.0,12.52,2.23,2.23,9.99,7800000000.0,1420000000.0,1740000000.0,779500000.0,6.84,218.10,10.00,1250000000.0,3.43,5780000000.0,1.24,71.80,1250000000.0,0.14,4.36,82.26,7560000.0,5.61,7.80,5160000.0,105.02,114110000.0,N/A
298,N/A,N/A,slb,N/A,N/A,N/A,N/A,N/A,104.12,449.5,N/A,1.60,1380000000.0,8.80,3.00,4200000000.0,23.45,24992200000.0,38670000000.0,449.50,1.19,1.19,6.10,32920000000.0,4200000000.0,6340000000.0,0.04,0.04,12.62,12.62,5430000000.0,2.41,16640000000.0,1.23,11.21,5890000000.0,2.13,0.17,79.70,27910000.0,1.75,2.02,27520000.0,17.98,1390000000.0,N/A
299,N/A,N/A,sna,N/A,N/A,N/A,N/A,N/A,34.97,11.583475298126066,N/A,2.22,16.33,23.18,10.48,20.42,72.90,7391056500.000001,8400000000.0,12.69,1.49,2.10,8.31,4070000000.0000005,2089999999.9999998,1010000000.0,652800000.0,11.74,51.00,51.00,674600000.0,3.41,1170000000.0,2.50,61.31,686700000.0,1.37,1.36,101.41,6620000.0,9.99,13.96,6440000.0,135.99,54350000.0,N/A
300,N/A,N/A,so,N/A,N/A,N/A,N/A,N/A,153.99,15.852852852852852,N/A,2.01,16.76,27.04,3.05,11.11,20.01,55957400000.0,108740000000.0,16.00,3.72,5.17,11.93,21420000000.0,9630000000.0,9110000000.0,3520000000.0,3.33,46.44,46.44,5780000000.0,2.05,49590000000.0,0.99,26.26,5930000000.0,0.44,0.14,61.25,11960000.0,2.44,1.13,13700000.0,52.79,1060000000.0,N/A
301,N/A,N/A,spg,N/A,N/A,N/A,N/A,N/A,18.43,10.65170278637771,N/A,9.83,35.15,50.04,5.45,69.08,18.43,21038657500.0,46720000000.0,12.51,1.47,8.25,11.20,5680000000.0,4660000000.0,4170000000.0,1990000000.0,6.46,82.09,82.09,3810000000.0,12.18,28070000000.0,0.84,7.00,3710000000.0,1.34,0.49,98.34,23130000.0,2.13,9.95,23330000.0,68.81,305750000.0,N/A
302,N/A,N/A,srcl,N/A,N/A,N/A,N/A,N/A,132.65,23.819742489270386,N/A,2.23,91300000.0,8.34,2.58,1180000000.0,35.81,5073810000.0,8070000000.0,23.82,2.70,2.47,15.07,3310000000.0,1180000000.0,535400000.0,2.33,2.33,35.75,35.75,3800000.0,0.39,3020000000.0,1.47,24.90,293900000.0,1.14,0.28,116.78,5410000.0,8.28,5.92,4930000.0,55.50,91420000.0,N/A
303,N/A,N/A,sre,N/A,N/A,N/A,N/A,N/A,128.97,14.606280193236715,N/A,1.98,22.96,25.94,2.74,11.09,38.81,35379787600.0,65890000000.0,15.27,3.07,6.01,14.86,10830000000.0,4200000000.0,4430000000.0,1890000000.0,8.28,59.50,4.50,3090000000.0,7.73,28520000000.0,0.44,61.16,3460000000.0,0.74,0.06,87.62,5170000.0,3.11,2.01,5480000.0,120.94,292540000.0,N/A
304,N/A,N/A,stx,N/A,N/A,N/A,N/A,N/A,232.59,6.982300884955753,N/A,6.80,17.57,12.75,9.48,104.62,38.92,12148390800.0,14700000000.0,9.34,1.03,1.42,8.48,10390000000.0,2930000000.0,1730000000.0,1820000000.0,6.78,76.80,17.50,1760000000.0,6.29,4170000000.0,1.49,6.96,1770000000.0,1.07,0.68,91.72,14680000.0,5.72,7.58,12950000.0,47.34,256620000.0,N/A
305,N/A,N/A,stz,N/A,N/A,N/A,N/A,N/A,107.00,640.6896551724138,N/A,3.21,0.68,33.24,6.19,0.72,42.95,31205110000.000004,47700000000.0,18.62,2.68,5.81,15.70,8340000000.0,4290000000.0,3040000000.0,55700000.0,0.29,51.71,51.71,2550000000.0,1.58,12170000000.0,1.94,57.90,2640000000.0,57.90,9.88,85.41,6400000.0,4.98,3.99,6160000.0,185.80,167950000.0,N/A
306,N/A,N/A,swk,N/A,N/A,N/A,N/A,N/A,77.93,22.683087027914613,N/A,2.86,6.45,11.51,4.62,10.90,95.57,21291518199.999996,28790000000.0,19.08,33.49,2.02,13.07,14440000000.0,4850000000.0,2200000000.0,919100000.0,6.09,33.47,33.47,1510000000.0,6.4,6980000000.0,1.06,48.36,1530000000.0,1.53,0.28,89.32,4320000.0,2.36,2.83,5740000.0,138.14,154130000.0,N/A
307,N/A,N/A,swn,N/A,N/A,N/A,N/A,N/A,142.62,6.0227272727272725,N/A,0.84,509550000.0,27.58,7.76,28.98,4.89,1435478500.0,3850000000.0,6.02,1.46,1.46,3.21,3040000000.0,2460000000.0,1200000000.0,0.44,0.44,28.98,28.98,1220000000.0,0.01,2430000000.0,1.06,3.14,28.98,1.55,0.60,118.29,74590000.0,5.37,31.13,76530000.0,2.65,541690000.0,N/A
308,N/A,N/A,syk,N/A,N/A,N/A,N/A,N/A,83.13,32.32688927943761,N/A,5.26,14.47,22.55,7.61,17.45,39.95,69047397200.0,75900000000.0,20.93,5.53,5.07,18.25,14880000000.0,9800000000.0,4160000000.0,2160000000.0,5.69,19.30,2.00,2190000000.0,10.78,10900000000.0,2.58,34.94,2470000000.0,0.86,7.45,76.43,3160000.0,1.92,0.96,4120000.0,183.94,375380000.0,N/A
309,N/A,N/A,syy,N/A,N/A,N/A,N/A,N/A,558.20,20.400000000000002,N/A,13.52,2.30,3.87,7.45,61.46,116.28,27441937200.0,36720000000.0,23.61,3.55,0.62,12.14,60110000000.0,11410000000.0,3020000000.0,1370000000.0,2.65,19.02,19.02,2410000000.0,4.44,11500000000.0,1.49,4.00,2120000000.0,1.11,0.24,82.30,13400000.0,2.67,2.77,15990000.0,54.06,507620000.0,N/A
310,N/A,N/A,t,N/A,N/A,N/A,N/A,N/A,102.15,15.269035532994923,N/A,1.21,8.05,16.08,3.29,7.99,24.58,214470400000.0,421600000000.0,9.12,5.33,2.35,7.85,181190000000.0,97050000000.0,53730000000.0,14380000000.0,1.97,13.70,53.85,48670000000.0,1.41,199660000000.0,0.76,24.95,46480000000.0,0.68,0.08,57.41,120580000.0,3.36,1.69,126380000.0,30.08,7130000000.0,N/A
311,N/A,N/A,tap,N/A,N/A,N/A,N/A,N/A,76.71,10.06837606837607,N/A,0.60,189070000.0,12.13,2.70,4200000000.0,47.91,6943249800.000001,17180000000.0,10.07,1.65,1.65,8.06,10580000000.0,4200000000.0,2130000000.0,3.51,3.51,37.91,37.91,1900000000.0,3.08,9930000000.0,0.59,58.60,1980000000.0,0.87,11.61,93.04,11120000.0,3.46,7.62,9730000.0,35.34,196470000.0,N/A
312,N/A,N/A,tdc,N/A,N/A,N/A,N/A,N/A,199.14,14.85714285714286,N/A,6.45,8.47,0.91,0.48,38.72,16.58,2256800000.0,2560000000.0,15.29,1.02,1.37,19.67,1900000000.0,1880000000.0,0.94,1.40,1.40,51.69,51.69,0.22,3.63,0.94,1.08,3.22,51.69,1.03,1.40,98.86,16469999.999999998,10.31,23.97,15760000.0,20.80,108500000.0,N/A
313,N/A,N/A,tel,N/A,N/A,N/A,N/A,N/A,52.59,38.698564593301434,N/A,2.95,5.36,16.39,6.92,7.36,38.96,26678268000.0,30810000000.0,16.75,2.18,2.36,10.84,13450000000.0,4390000000.0,2840000000.0,2.09,2.09,32.34,32.34,2420000000.0,2.41,4820000000.0,1.44,27.38,2460000000.0,1.32,0.20,95.80,4170000.0,1.78,1.27,4750000.0,80.88,329850000.0,N/A
314,N/A,N/A,ter,N/A,N/A,N/A,N/A,N/A,29.95,28.671186440677964,N/A,9.05,21.34,25.16,14.49,35.39,14.85,14020826600.0,13680000000.0,23.96,2.12,5.46,18.16,2290000000.0,1340000000.0,753290000.0,534520000.0,2.95,56.50,42.60,578750000.0,4.85,464380000.0,3.31,9.35,603840000.0,1.33,0.47,99.56,11360000.0,5.02,8.75,11420000.0,84.58,165770000.0,N/A
315,N/A,N/A,tgt,N/A,N/A,N/A,N/A,N/A,149.51,22.05925925925926,N/A,5.33,3.46,5.37,6.29,24.78,157.92,59562382400.0,71680000000.0,17.54,6.46,0.89,10.39,78110000000.0,23250000000.0,6900000000.0,2760000000.0,5.40,11.30,11.30,7120000000.0,9.17,16700000000.0,1.01,22.34,8080000000.0,0.8,0.26,84.60,16680000.0,2.72,3.34,18720000.0,119.12,500020000.0,N/A
316,N/A,N/A,thc,N/A,N/A,N/A,N/A,N/A,751.45,7.226190476190476,N/A,2.52,83520000.0,10.66,5.23,11.54,177.80,1906951200.0,18930000000.0,7.23,1.69,1.03,6.73,18480000000.0,6700000000.0,2810000000.0,2.52,2.52,35.85,35.85,1230000000.0,5.85,15250000000.0,1.32,2.52,1350000000.0,2.34,1.63,98.66,8680000.0,3.92,14.63,9080000.0,18.21,104720000.0,N/A
317,N/A,N/A,tif,N/A,N/A,N/A,N/A,N/A,85.15,42.29065743944636,N/A,4.68,8.83,12.40,4.73,11.06,32.85,14831397000.0,16489999999.999998,31.26,10.92,4.15,21.80,4420000000.0,2760000000.0,756600000.0,351300000.0,2.89,61.69,61.69,670900000.0,8.72,2710000000.0,3.21,26.11,422200000.0,1.02,0.95,100.01,9380000.0,2.67,8.74,10440000.0,122.22,121350000.0,N/A
318,N/A,N/A,tjx,N/A,N/A,N/A,N/A,N/A,348.30,37.5,N/A,13.08,4.57,5.86,5.64,34.13,30.60,62100000000.0,74210000000.0,20.21,25.40,2.01,24.46,41720000000.0,14850000000.0,3030000000.0,1680000000.0,1.38,33.12,33.12,4070000000.0000005,3.58,16510000000.000002,2.20,3.96,756820000.0,0.73,0.06,93.09,17810000.0,1.54,1.49,13360000.0,51.75,1200000000.0,N/A
319,N/A,N/A,tmo,N/A,N/A,N/A,N/A,N/A,70.03,40.11951754385965,N/A,5.06,14.31,16.63,4.66,13.04,64.24,144508255500.0,161530000000.0,25.20,2.94,6.30,24.62,25540000000.0,11340000000.0,6560000000.0,3670000000.0,9.12,1.70,1.70,4970000000.0,7.55,1.48,2.32,72.31,4680000000.0,1.05,0.21,93.01,3660000.0,2.59,0.93,3510000.0,365.89,394950000.0,N/A
320,N/A,N/A,trip,N/A,N/A,N/A,N/A,N/A,70.59,31.833333333333336,N/A,2.49,5.75,9.58,3.63,6.63,10.56,2318549000.0,2490000000.0,28.51,1.49,1.70,12.84,1560000000.0,1470000000.0,3.16,0.60,0.60,93.71,93.71,47360000.0,5.95,3.16,3.25,7.66,93.71,1.31,15.77,89.85,13570000.0,2.58,13.55,10530000.0,19.10,121390000.0,N/A
321,N/A,N/A,trv,N/A,N/A,N/A,N/A,N/A,27.48,12.157837837837837,N/A,1.13,7.63,10.15,1.86,9.79,123.39,28434386400.0,30890000000.0,10.74,6.11,0.97,7.75,31580000000.0,7850000000.0,3990000000.0,2410000000.0,9.25,3.10,3.10,5210000000.0,18.1,6930000000.0,0.39,99.70,5190000000.0,0.89,0.29,84.50,5200000.0,2.2,2.06,4860000.0,112.46,252840000.0,N/A
322,N/A,N/A,tsn,N/A,N/A,N/A,N/A,N/A,86.75,10.884543761638733,N/A,1.47,4.52,6.79,5.56,14.07,119.92,17202419500.0,33659999999.999996,9.69,0.93,0.77,8.22,42410000000.0,5090000000.0,4099999999.9999995,1970000000.0,5.37,4.30,4.30,2510000000.0,1.21,12660000000.0,1.61,39.66,2830000000.0,0.65,2.50,90.30,4570000.0,1.2,1.82,4240000.0,58.45,294310000.0,N/A
323,N/A,N/A,txn,N/A,N/A,N/A,N/A,N/A,84.69,24.10153256704981,N/A,14.99,35.23,39.31,19.98,61.21,15.12,115464643700.0,117270000000.0,25.68,4.60,8.31,17.94,14380000000.0,9160000000.0,6540000000.0,4940000000.0,5.22,63.68,63.68,6650000000.0,5.17,6550000000.0,3.49,8.39,6390000000.0,1.12,0.24,88.83,19500000.0,3.68,2.13,20240000.0,125.81,917770000.0,N/A
324,N/A,N/A,txt,N/A,N/A,N/A,N/A,N/A,95.92,10.925925925925926,N/A,1.33,5.16,7.93,4.33,12.74,57.90,7381401500.000001,10430000000.0,13.63,0.78,0.78,7.15,13630000000.0,2200000000.0,1460000000.0,2.97,2.97,15.48,15.48,1010000000.0,9.95,5310000000.0,2.07,24.34,15.48,1.66,0.45,84.45,5740000.0,2.96,3.38,5280000.0,32.45,227470000.0,N/A
325,N/A,N/A,ua,N/A,N/A,N/A,N/A,N/A,144.29,57.86666666666667,N/A,2.54,329450000.0,1.72,1.16,2470000000.0,11.05,2006729200.0,5220000000.0,57.87,1.04,1.04,19.01,5270000000.0,2470000000.0,274520000.0,0.15,0.15,47.20,47.20,509030000.0,2.11,2240000000.0,1.70,3.41,232110000.0,1.18,15.29,74.44,25860000.0,1.94,1.18,10730000.0,8.68,231190000.0,N/A
326,N/A,N/A,unh,N/A,N/A,N/A,N/A,N/A,83.77,20.871938418474457,N/A,4.96,5.58,8.06,7.08,23.96,259.57,282863818800.0,314650000000.0,16.18,1.44,1.28,14.35,242160000000.0,57600000000.0,21930000000.0,13750000000.0,14.29,6.80,6.80,18460000000.0,25.78,51610000000.0,0.71,60.17,18170000000.0,0.73,0.71,89.92,6130000.0,1.32,0.65,5890000.0,298.26,948380000.0,N/A
327,N/A,N/A,unm,N/A,N/A,N/A,N/A,N/A,33.81,3.4038054968287526,N/A,0.33,8.25,12.11,1.39,10.40,57.41,3275062000.0000005,4870000000.0,2.99,0.43,0.41,3.14,8570000000.0,3430000000.0,1550000000.0,980400000.0,4.73,27.70,27.70,1740000000.0,8.46,3310000000.0,7.16,48.21,1440000000.0,1.66,0.63,102.98,8260000.0,2.03,4.66,7210000.0,16.10,203420000.0,N/A
328,N/A,N/A,unp,N/A,N/A,N/A,N/A,N/A,184.74,19.660465116279074,N/A,7.17,27.85,40.82,8.90,35.58,31.00,114732615600.00002,143080000000.0,18.70,2.74,6.64,12.99,21710000000.0,11890000000.0,11010000000.0,8.60,8.60,11.40,55.98,8610000000.0,1.75,29540000000.0,0.82,23.57,8810000000.0,1.07,0.14,83.46,6110000.0,1.64,0.90,7940000.0,169.08,678570000.0,N/A
329,N/A,N/A,ups,N/A,N/A,N/A,N/A,N/A,955.12,23.1497975708502,N/A,29.84,5.73,7.03,5.83,126.33,86.82,80523163200.0,120760000000.0,16.60,4.50,1.61,15.66,74090000000.0,13640000000.0,7710000000.0,4290000000.0,4.94,5.10,5.10,8640000000.0,11.02,31640000000.0,1.22,3.83,8910000000.0,0.84,0.01,71.23,18640000.0,4.32,2.65,17010000.0,114.36,704120000.0,N/A
330,N/A,N/A,urbn,N/A,N/A,N/A,N/A,N/A,119.61,11.362962962962962,N/A,1.16,70090000.0,0.98,0.69,1250000000.0,37.76,1499945200.0,2400000000.0,11.36,3.25,0.65,16.22,3980000000.0,1250000000.0,147880000.0,1.35,1.35,27.29,27.29,273890000.0,6.69,1550000000.0,1.77,13.28,188350000.0,1.29,41.28,80.30,5440000.0,1.87,7.97,4580000.0,15.34,97780000.0,N/A
331,N/A,N/A,v,N/A,N/A,N/A,N/A,N/A,53.43,35.19244604316547,N/A,14.34,52.26,66.98,14.02,36.25,11.05,330682300000.0,428440000000.0,33.33,3.76,17.94,26.20,22980000000.0,22260000000.0,16350000000.000002,12030000000.0,5.56,6.00,6.60,12780000000.0,5.71,18480000000.0,1.25,13.64,12770000000.0,0.93,0.20,98.06,32890000.0,3.72,1.95,32200000.000000004,195.67,1690000000.0,N/A
332,N/A,N/A,var,N/A,N/A,N/A,N/A,N/A,35.15,48.567460317460316,N/A,5.97,6.96,14.61,7.86,12.85,36.61,11114235900.0,11110000000.0,24.14,3.39,3.34,19.18,3230000000.0,1370000000.0,579500000.0,231500000.0,2.52,1.90,1.90,371800000.0,7.35,657500000.0,1.28,20.52,378800000.0,1.06,0.38,94.63,3650000.0,5.34,4.52,3280000.0,122.39,90810000.0,N/A
333,N/A,N/A,vfc,N/A,N/A,N/A,N/A,N/A,155.22,36.22352941176471,N/A,7.13,6.48,12.28,7.49,16.44,26.53,23989104800.0,27790000000.0,24.73,9.50,2.65,17.86,10490000000.0,5820000000.0,1560000000.0,629150000.0,1.70,55.47,55.47,874530000.0,3.52,5210000000.0,1.66,8.64,874530000.0,0.97,7.31,81.29,7610000.0,2.08,2.18,7800000.0,61.58,389560000.0,N/A
334,N/A,N/A,vlo,N/A,N/A,N/A,N/A,N/A,64.67,54.699029126213595,N/A,1.22,0.43,1.28,1.62,4.16,244.60,22969818000.0,35030000000.0,14.56,0.35,0.35,9.79,102730000000.0,6530000000.0,3580000000.0,1.03,1.03,3.85,3.85,5530000000.0,3.72,12730000000.0,1.31,46.22,4610000000.0,1.98,0.35,80.83,8840000.0,1.96,2.17,10100000.0,56.34,407700000.0,N/A
335,N/A,N/A,vmc,N/A,N/A,N/A,N/A,N/A,57.55,26.208242950108456,N/A,2.86,12.34,17.79,5.29,11.45,37.62,16000192600.0,19100000000.0,25.28,3.72,3.83,15.37,4930000000.0,1260000000.0,1240000000.0,618570000.0,4.61,5.30,5.30,984120000.0,0.91,3220000000.0,2.68,42.21,950430000.0,0.8,0.19,94.65,2760000.0,1.96,2.35,2350000.0,120.82,132430000.0,N/A
336,N/A,N/A,vno,N/A,N/A,N/A,N/A,N/A,108.50,2.4931327665140612,N/A,1.23,154.34,23.88,1.60,43.48,10.09,7285494399.999999,17079999999.999998,42.83,2.93,8.87,20.46,922590000.0,1080000000.0,834930000.0,2920000000.0,15.29,52.96,52.96,662540000.0,8.3,8590000000.0,7.07,31.11,649870000.0,1.36,8.44,90.60,12430000.0,3.67,8.47,13150000.0,38.12,191120000.0,N/A
337,N/A,N/A,vtr,N/A,N/A,N/A,N/A,N/A,132.15,17.842105263157894,N/A,1.31,19.94,21.17,2.10,7.37,10.58,13912153200.0,25770000000.0,36.92,6.58,6.58,14.61,3860000000.0,2049999999.9999998,1760000000.0,780350000.0,2.09,260.00,5.80,1440000000.0,7.63,14420000000.0,3.04,28.50,1420000000.0,1.17,0.41,91.86,10800000.0,2.42,3.78,10940000.0,37.29,373080000.0,N/A
338,N/A,N/A,vz,N/A,N/A,N/A,N/A,N/A,228.18,12.367945823927766,N/A,3.77,14.00,23.91,6.79,31.76,31.74,226830599999.99997,361800000000.0,11.23,6.04,2.75,7.54,131870000000.0,77140000000.0,48010000000.0,18390000000.0,4.43,58.86,58.86,35750000000.0,1.7,140680000000.0,0.99,14.55,37490000000.0,0.42,0.03,68.43,31630000.0,1.77,0.77,30700000.0,54.79,4139999999.9999995,N/A
339,N/A,N/A,wat,N/A,N/A,N/A,N/A,N/A,36.13,22.13219094247246,N/A,536770000.0,22.77,28.94,14.42,170.47,36.13,11194566200.0,12790000000.0,20.07,2.70,5.42,16.14,2410000000.0,1400000000.0,792110000.0,536770000.0,8.17,57.57,57.57,643090000.0,6.36,1990000000.0,2.41,536770000.0,618940000.0,0.95,0.56,102.99,4310000.0,7.86,7.95,4540000.0,180.82,61910000.0,N/A
340,N/A,N/A,wdc,N/A,N/A,N/A,N/A,N/A,106.86,34.78688524590164,N/A,1.38,298420000.0,N/A,3750000000.0,3750000000.0,54.11,12719268000.0,19650000000.0,7.07,1.22,1.22,14.65,16570000000.0,3750000000.0,1340000000.0,1.22,1.22,13.60,13.60,1550000000.0,9.82,9880000000.0,1.91,30.81,13.60,1.61,0.36,86.43,10590000.0,1.91,3.96,9960000.0,42.44,299700000.0,N/A
341,N/A,N/A,wec,N/A,N/A,N/A,N/A,N/A,121.38,24.502717391304348,N/A,2.75,16.08,22.82,3.02,11.32,23.00,28443224800.0,41290000000.0,22.66,4.10,5.69,15.91,7520000000.0,2670000000.0,2590000000.0,1170000000.0,3.68,7.50,38.14,2350000000.0,0.05,12730000000.0,0.65,32.79,2300000000.0,0.18,0.17,77.62,5120000.0,2.97,1.86,4430000.0,90.17,315440000.0,N/A
342,N/A,N/A,whr,N/A,N/A,N/A,N/A,N/A,195.33,9.533579335793357,N/A,2.62,4.33,6.37,4.07,22.63,315.20,8029828800.0,13890000000.0,10.02,64.65,0.69,7.49,20420000000.0,3530000000.0,1850000000.0,13.55,13.55,17.12,17.12,1230000000.0,45.64,7770000000.0,0.95,49.35,1310000000.0,1.99,0.45,101.03,7690000.0,9.68,17.19,8220000.000000001,129.18,62160000.0,N/A
